generated3.tsp;549;0;0-2-1-0;549;0;0-2-1-0;549;0;
generated4.tsp;1437;0;0-1-3-2-0;1178;0;3-0-1-2-3;1216;0;
generated5.tsp;1163;0;0-1-2-4-3-0;1163;0;0-1-2-4-3-0;1163;0;
generated6.tsp;1368;0;0-2-4-5-1-3-0;1195;0;2-0-4-5-1-3-2;1287;0;
generated7.tsp;1035;0;0-2-1-4-3-5-6-0;809;0;0-1-2-4-5-3-6-0;979;0;
generated8.tsp;1411;0;0-4-7-5-1-6-3-2-0;1396;0;6-3-7-5-1-0-4-2-6;1410;0;
generated9.tsp;1086;0;0-4-7-6-1-8-2-5-3-0;983;0;4-3-7-6-1-8-2-5-0-4;1064;0;
generated10.tsp;894;0;0-5-1-6-4-3-7-2-9-8-0;674;0;0-5-1-6-4-3-9-2-7-8-0;816;0;
generated11.tsp;1315;0;0-6-9-1-5-8-3-7-4-10-2-0;1175;0;2-6-9-1-5-8-3-0-10-4-7-2;1302;0;
generated12.tsp;1675;0;0-11-9-4-3-8-6-5-10-7-1-2-0;921;0;11-1-9-4-2-8-6-5-10-7-0-3-11;1423;0;
generated13.tsp;1166;0;0-6-9-1-8-4-2-3-10-7-11-12-5-0;1024;0;6-9-1-5-8-4-2-3-10-7-11-12-0-6;1161;0;
generated14.tsp;1067;0;0-3-7-2-11-8-1-10-9-12-6-13-5-4-0;733;0;0-3-7-2-11-8-1-10-9-12-6-4-5-13-0;976;0;
generated15.tsp;1076;0;0-9-13-2-3-10-6-11-1-4-8-7-12-14-5-0;1076;0;0-9-13-2-3-10-6-11-1-4-8-7-12-14-5-0;1076;0;
generated16.tsp;1463;0;0-12-6-9-15-2-4-5-8-1-7-11-14-3-13-10-0;810;0;0-12-6-9-15-2-4-5-8-1-7-11-10-13-14-3-0;1195;0;
generated17.tsp;1337;0;0-3-15-14-16-6-2-12-10-5-7-13-11-8-1-9-4-0;1337;0;0-3-15-14-16-6-2-12-10-5-7-13-11-8-1-9-4-0;1337;0;
generated18.tsp;1236;0;0-13-2-17-5-10-7-9-3-1-4-16-14-8-15-6-12-11-0;1129;0;0-13-2-17-5-10-7-9-3-1-4-16-14-8-15-6-11-12-0;1195;0;
generated19.tsp;2337;0;0-4-8-11-16-5-13-1-10-9-12-2-6-7-17-14-15-3-18-0;1873;1;4-0-8-11-16-5-3-1-10-9-12-2-6-7-17-13-14-15-18-4;2154;0;
generated20.tsp;1404;0;0-6-1-2-12-14-15-10-19-11-16-4-18-5-3-8-7-17-13-9-0;1153;0;0-6-1-2-12-14-15-10-19-11-16-4-18-5-3-8-7-9-17-13-0;1318;0;
generated21.tsp;1686;0;0-16-13-12-20-18-17-9-15-1-14-19-3-5-4-10-8-2-6-11-7-0;1208;0;0-13-7-12-20-18-17-9-15-1-14-19-3-5-4-10-8-2-6-11-16-0;1559;0;
generated22.tsp;1884;0;0-15-7-9-14-13-19-2-5-21-12-17-20-8-11-3-4-16-10-1-6-18-0;1331;0;18-0-6-9-14-13-19-2-5-21-12-17-20-8-11-3-4-16-10-1-7-15-18;1712;0;
generated23.tsp;1833;0;0-5-15-19-20-12-2-8-4-11-7-3-14-6-21-9-18-10-13-16-1-22-17-0;1575;0;5-0-20-19-15-12-2-8-4-11-7-3-14-6-21-9-18-10-13-16-1-22-17-5;1755;0;
generated24.tsp;1483;0;0-16-11-14-17-3-8-10-9-13-2-19-4-12-15-23-18-21-5-22-1-7-6-20-0;1400;1;0-16-11-14-17-3-8-10-9-13-2-19-4-12-15-23-18-21-5-22-1-20-6-7-0;1476;0;
generated25.tsp;1341;0;0-3-5-14-13-23-7-24-8-20-19-21-18-22-9-12-17-4-11-2-16-15-1-6-10-0;1170;1;1-15-5-14-13-23-7-24-8-20-19-21-18-22-9-12-17-4-11-2-16-3-10-6-0-1;1337;0;
generated26.tsp;1164;0;0-1-8-10-7-19-9-12-13-2-5-4-21-14-20-15-6-24-3-25-11-16-18-17-22-23-0;995;0;22-1-8-10-7-19-9-12-13-2-5-4-21-14-20-15-6-24-3-25-11-16-18-17-0-23-22;1137;0;
