generated3.tsp;549;0;0-2-1-0;549;0;0-2-1-0;549;0;;549;1;1
generated4.tsp;1178;1;1-0-3-2-1;1178;1;1-0-3-2-1;1178;1;;1178;1;1
generated5.tsp;1163;1;0-1-2-4-3-0;1163;1;0-1-2-4-3-0;1163;1;;1163;1;1
generated6.tsp;1195;2;2-0-4-5-1-3-2;1195;2;2-0-4-5-1-3-2;1195;2;;1195;1;1
generated7.tsp;809;3;0-1-2-4-5-3-6-0;809;3;0-1-2-4-5-3-6-0;809;3;;809;1;1
generated8.tsp;1411;4;0-4-7-5-1-6-3-2-0;1396;6;6-3-7-5-1-0-4-2-6;1407;4;;1396;1,010744986;1
generated9.tsp;1020;5;7-4-0-6-1-8-2-5-3-7;979;8;6-2-8-3-7-4-0-5-1-6;980;9;;979;1,041879469;1
generated10.tsp;674;6;0-5-1-6-4-3-9-2-7-8-0;666;10;2-9-3-4-0-5-6-1-8-7-2;671;7;;666;1,012012012;1
generated11.tsp;1175;8;7-4-10-0-3-8-5-1-9-6-2-7;1091;12;4-10-0-3-8-2-6-9-5-1-7-4;1135;10;;1091;1,076993584;1
generated12.tsp;722;10;8-6-5-10-7-0-11-1-9-4-3-2-8;722;10;8-6-5-10-7-0-11-1-9-4-3-2-8;722;10;;722;1;1
generated13.tsp;1039;11;0-6-9-3-10-7-11-12-2-4-8-1-5-0;931;18;10-7-5-1-8-4-0-6-9-3-2-12-11-10;968;21;;931;1,116004296;1
generated14.tsp;733;14;6-12-9-10-1-8-11-2-7-3-0-13-5-4-6;633;25;9-12-6-13-5-2-7-3-0-11-8-1-10-4-9;692;18;;633;1,157977883;1
generated15.tsp;813;17;3-10-6-11-1-4-8-7-12-2-13-9-0-14-5-3;813;16;3-10-6-11-1-4-8-7-12-2-13-9-0-14-5-3;813;16;;813;1;1
generated16.tsp;799;19;11-7-13-14-3-0-12-6-9-15-2-4-5-8-1-10-11;670;60;13-10-1-7-11-2-15-0-12-9-6-4-5-8-3-14-13;713;35;;670;1,192537313;1
generated17.tsp;1303;21;0-3-15-14-16-6-5-10-12-2-13-7-11-8-1-9-4-0;1117;53;11-8-1-10-5-6-16-13-7-14-15-3-0-12-2-9-4-11;1151;45;;1117;1,166517457;1
generated18.tsp;1073;23;7-10-5-17-2-13-0-9-3-1-4-16-14-8-15-6-12-11-7;856;54;13-2-17-5-10-7-9-4-1-3-11-12-6-15-8-14-16-0-13;922;49;;856;1,253504673;1
generated19.tsp;1681;30;4-0-8-13-5-16-11-12-2-6-1-10-9-3-15-14-17-7-18-4;1629;43;17-7-18-5-13-8-4-0-10-9-3-1-6-2-12-11-16-15-14-17;1677;30;;1629;1,031921424;1
generated20.tsp;1014;31;7-17-13-2-1-4-18-5-3-8-0-6-16-11-19-10-15-14-12-9-7;952;57;0-11-16-10-19-5-18-4-1-6-15-14-12-9-7-17-13-2-3-8-0;1010;31;;952;1,06512605;1
