atsp18;886;1150;0-10-1-11-14-4-2-12-15-13-5-8-3-9-16-6-17-7-0
tsp18;1324;1148;0-11-2-10-8-4-5-3-15-6-13-14-12-9-7-17-1-16-0
atsp19;1064;2692;0-14-11-8-10-2-18-6-15-3-4-1-13-17-12-5-9-16-7-0
tsp19;1658;2679;0-3-5-11-7-9-18-10-14-6-13-8-16-17-12-4-2-1-15-0
atsp20;1148;6233;0-8-4-1-13-10-17-18-16-19-6-14-7-5-2-15-11-12-9-3-0
tsp20;1003;6147;0-13-6-11-14-10-2-18-8-16-5-3-1-12-15-19-4-9-7-17-0
